Bilhetes,Status_Geral,Área Resp. Operação,Obs. Operação,Setor,Ponto de venda,Código Iata
LXGHRO,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
HIJCPU,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
NZRSKB,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
WEYDBJ,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
SMPSNR,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
MQGRYO,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
MQPJAL,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
JYHBRM,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
MPTNWX,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
MNBZAC,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
CMJOYB,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
MBAMFA,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
MRHNPV,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
MQLOAJ,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
CITTBV,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
NGERZB,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
CLINJE,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
UKWUMQ,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
AQKEDA,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
FHMJHV,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
CKLHSH,Emitido e Lançado,Não Mapeado,,Operação,Não Mapeado,DIRETO
AQIKSV,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
UKGMCA,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
CDCIWQ,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
DSWREU,Emitido e Lançado,Não Mapeado,,Operação,Não Mapeado,DIRETO
NVPHPV,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
JNAWDA,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
JNBUSM,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
AHCQGG,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
FTPVUL,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
QNAXYC,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
DSGPSI,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
NECWIL,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
IWHZWT,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
IMCCQR,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
KFVFGX,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
KEMAXW,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
GEWGLM,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
GIKXWI,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
DCMGHE,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
CSYRJO,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
QMLRQO,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
LWQLKH,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
NKQHGU,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
FDPUHK,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
FAHKUL,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
UOHUPY,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
MKMNFF,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
FMHRJB,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
EUTDYD,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
SEJHJW,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
MTMBEZ,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
MVRREU,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
MGNCBU,Emitido e Lançado,Não Mapeado,,Operação,Não Mapeado,DIRETO
[MGNCBU-1],Emitido e Lançado,Não Mapeado,,Operação,Não Mapeado,DIRETO
SOBEXX,Emitido e Lançado,Não Mapeado,,Operação,Não Mapeado,DIRETO
LAWXNL,Emitido e Lançado,Não Mapeado,,Operação,Não Mapeado,DIRETO
YGROIU,Emitido e Lançado,Não Mapeado,,Operação,Não Mapeado,DIRETO
SVNLKP,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
LAYJEK,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
ECYLYC,Emitido e Lançado,Não Mapeado,,Operação,Não Mapeado,DIRETO
WDJQSG,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
EIOTVD,Emitido e Lançado,Não Mapeado,,Operação,Não Mapeado,DIRETO
YZMMVE,Emitido e Lançado,Não Mapeado,,Operação,Não Mapeado,DIRETO
IBNCTD,Emitido e Lançado,Não Mapeado,,Operação,Não Mapeado,DIRETO
UTQGVM,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
QMNWPY,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
ALTTVC,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
KLKSZV,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
CYMIJY,Emitido e Lançado,Não Mapeado,,Operação,Não Mapeado,DIRETO
